"profid","accountname","fname","lname","mname","bday","memdate","acctstat","address","gender","civilstat","remarks","proftype","profpic","profgroup","previd","billname","shipname","billaddr1","billaddr2","billcity","shipaddr1","shipaddr2","shipcity","area","kobid","contact","encodedby","encodedon","editedby","editedon","salesperson","clientgroupid","pricecodeid","shipperid","hasbranches","tin"
1337,"JJ STORE - BOGO"," "," "," ","1990-01-01","1990-01-01",1,"POLAMBATO, BOGO, CEBU",1,1," ",1,"",99,"JJS002","","","","","POLAMBATO, BOGO, CEBU","","","POLAMBATO, BOGO, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1338,"JK G/M - SAN FRANS"," "," "," ","1990-01-01","1990-01-01",1,"SAN FRANS CAMOTES ISLAND",1,1," ",1,"",99,"JK0000","","","","","SAN FRANS CAMOTES ISLAND","","","SAN FRANS CAMOTES ISLAND","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1339,"JK STORE - LILO-AN"," "," "," ","1990-01-01","1990-01-01",1,"LILO-AN SOUTHERN LEYTE",1,1," ",1,"",99,"JK0001","","","","","LILO-AN SOUTHERN LEYTE","","","LILO-AN SOUTHERN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1340,"JK STORE - CALBIGA"," "," "," ","1990-01-01","1990-01-01",1,"CALBIGA, W. SAMAR",1,1," ",1,"",99,"JKS000","","","","","CALBIGA, W. SAMAR","","","CALBIGA, W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1341,"JK STORE - SAN JORGE"," "," "," ","1990-01-01","1990-01-01",1,"SAN JORGE, W. SAMAR",1,1," ",1,"",99,"JKS001","","","","","SAN JORGE, W. SAMAR","","","SAN JORGE, W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1342,"JK VARIETY - LILOAN"," "," "," ","1990-01-01","1990-01-01",1,"LILOAN LEYTE",1,1," ",1,"",99,"JKV000","","","","","LILOAN LEYTE","","","LILOAN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1343,"JK YAP STORE - ALEGRIA"," "," "," ","1990-01-01","1990-01-01",1,"SANGI ALEGRIA CEBU",1,1," ",1,"",99,"JKY000","","","","","SANGI ALEGRIA CEBU","","","SANGI ALEGRIA CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1344,"JLR STORE - CORDOVA"," "," "," ","1990-01-01","1990-01-01",1,"CALAWISAN CORDOVA LLC",1,1," ",1,"",99,"JLR000","","","","","CALAWISAN CORDOVA LLC","","","CALAWISAN CORDOVA LLC","Cebu",15,"","","","","","Romnick Remolado",1,1,"0",0,""
1345,"JL STORE - MALABUYOC"," "," "," ","1990-01-01","1990-01-01",1,"MALABUYOC CEBU",1,1," ",1,"",99,"JLS000","","","","","MALABUYOC CEBU","","","MALABUYOC CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1346,"JL STORE - LASNAVAS"," "," "," ","1990-01-01","1990-01-01",1,"LASNAVAS, N. SAMAR",1,1," ",1,"",99,"JLS003","","","","","LASNAVAS, N. SAMAR","","","LASNAVAS, N. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1347,"J & M STORE - LUTOPAN"," "," "," ","1990-01-01","1990-01-01",1,"LUTOPAN",1,1," ",1,"",99,"JM0000","","","","","LUTOPAN","","","LUTOPAN","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1348,"JM STORE - HINDANG"," "," "," ","1990-01-01","1990-01-01",1,"HINDANG LEYTE",1,1," ",1,"",99,"JM0001","","","","","HINDANG LEYTE","","","HINDANG LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1349,"JM STORE - ALANG-ALANG"," "," "," ","1990-01-01","1990-01-01",1,"ALANG-ALANG LEYTE",1,1," ",1,"",99,"JM0002","","","","","ALANG-ALANG LEYTE","","","ALANG-ALANG LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1350,"J-MART 24"," "," "," ","1990-01-01","1990-01-01",1,"MARIBAGO LLC",1,1," ",1,"",99,"JMA001","","","MARIBAGO LLC","","","MARIBAGO LLC","","","Cebu",2,"","","","","","Romnick Remolado",1,1,"0",0,""
1351,"JMBL STORE - TANAUAN"," "," "," ","1990-01-01","1990-01-01",1,"TANAUAN, LEYTE",1,1," ",1,"",99,"JMB001","","","","","TANAUAN, LEYTE","","","TANAUAN, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1352,"JMCS STORE - BORONGAN"," "," "," ","1990-01-01","1990-01-01",1,"BORONGAN",1,1," ",1,"",99,"JMC002","","","","","BORONGAN","","","BORONGAN","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1353,"JMI CONVENIENCE"," "," "," ","1990-01-01","1990-01-01",1,"F. RAMOS ST. CEBU",1,1," ",1,"",99,"JMI000","","","F. RAMOS ST. CEBU","","","F. RAMOS ST. CEBU","","","#N/A",2,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
1354,"JMK STORE - SOGOD"," "," "," ","1990-01-01","1990-01-01",1,"POB. CENTRAL SOGOD SO. LEYTE",1,1," ",1,"",99,"JMK000","","","","","POB. CENTRAL SOGOD SO. LEYTE","","","POB. CENTRAL SOGOD SO. LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1355,"JMK STORE - SAN JORGE"," "," "," ","1990-01-01","1990-01-01",1,"SAN JORGE",1,1," ",1,"",99,"JMK002","","","","","SAN JORGE","","","SAN JORGE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1356,"JMMJ STORE - MADRIDEJOS"," "," "," ","1990-01-01","1990-01-01",1,"MADRIDEJOSBANTAYAN ISLAND CEBU",1,1," ",1,"",99,"JMM000","","","","MADRIDEJOS","BANTAYAN ISLAND CEBU","","MADRIDEJOS","BANTAYAN ISLAND CEBU","Cebu",2,"","","","","","1",1,1,"0",0,""
1357,"JM PHARMACY - ST BERNARD"," "," "," ","1990-01-01","1990-01-01",1,"ST BERNARD, SO. LEYTE",1,1," ",1,"",99,"JMP000","","","","","ST BERNARD, SO. LEYTE","","","ST BERNARD, SO. LEYTE","Leyte",7,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1358,"JMR STORE - BADIAN"," "," "," ","1990-01-01","1990-01-01",1,"BADIAN, CEBU",1,1," ",1,"",99,"JMR000","","","","","BADIAN, CEBU","","","BADIAN, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1359,"JM STORE - BALANGIGA"," "," "," ","1990-01-01","1990-01-01",1,"BALANGIGA, SAMAR",1,1," ",1,"",99,"JMS002","","","","","BALANGIGA, SAMAR","","","BALANGIGA, SAMAR","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1360,"JMZ STORE - BABAG"," "," "," ","1990-01-01","1990-01-01",1,"BABAG, CC",1,1," ",1,"",99,"JMZ001","","","","","BABAG, CC","","","BABAG, CC","#N/A",15,"","","","","","1",1,1,"0",0,""
1361,"J-NARDS STORE - TINAMBACAN"," "," "," ","1990-01-01","1990-01-01",1,"TINAMBACAN SAMAR",1,1," ",1,"",99,"JNA000","","","","","TINAMBACAN SAMAR","","","TINAMBACAN SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1362,"JNARDS STORE - BRGY. PINA"," "," "," ","1990-01-01","1990-01-01",1,"BRGY. PINA , LEYTE",1,1," ",1,"",99,"JNA001","","","","","BRGY. PINA , LEYTE","","","BRGY. PINA , LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1363,"JNB MINI GROCERY - SANTANDER"," "," "," ","1990-01-01","1990-01-01",1,"SANTANDER, CEBU",1,1," ",1,"",99,"JNB000","","","","","SANTANDER, CEBU","","","SANTANDER, CEBU","Cebu",10,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1364,"JNJ PHARMACY-SAN ISIDRO"," "," "," ","1990-01-01","1990-01-01",1,"SAN ISIDRO, LEYTE",1,1," ",1,"",99,"JNJ000","","","","","SAN ISIDRO, LEYTE","","","SAN ISIDRO, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1365,"J & N MINIMART - SAN JUAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JUAN SAMAR LEYTE",1,1," ",1,"",99,"JNM000","","","","","SAN JUAN SAMAR LEYTE","","","SAN JUAN SAMAR LEYTE","Leyte",2,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1366,"JNN G/M - SAN JUAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JUAN, SO. LEYTE",1,1," ",1,"",99,"JNN000","","","","","SAN JUAN, SO. LEYTE","","","SAN JUAN, SO. LEYTE","Leyte",14,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1367,"J-NORMA PHARMACY"," "," "," ","1990-01-01","1990-01-01",1,"MANTALUNGON CEBU",1,1," ",1,"",99,"JNO000","","","","","MANTALUNGON CEBU","","","MANTALUNGON CEBU","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1368,"JN PHARMACY - BALAMBAN"," "," "," ","1990-01-01","1990-01-01",1,"BALAMBAN CEBU",1,1," ",1,"",99,"JNP000","","","","","BALAMBAN CEBU","","","BALAMBAN CEBU","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1369,"J & N STORE - CABALIAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JUAN CABALIAN, SO. LEYTE",1,1," ",1,"",99,"JNS000","","","","","SAN JUAN CABALIAN, SO. LEYTE","","","SAN JUAN CABALIAN, SO. LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1370,"JOAQUIN STORE - SAN FRANCISCO"," "," "," ","1990-01-01","1990-01-01",1,"SAN FRANCISCO, CAMOTES",1,1," ",1,"",99,"JOA010","","","","","SAN FRANCISCO, CAMOTES","","","SAN FRANCISCO, CAMOTES","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1371,"JOANNA STORE - NAVAL"," "," "," ","1990-01-01","1990-01-01",1,"NAVAL, LEYTE",1,1," ",1,"",99,"JOA012","","","","","NAVAL, LEYTE","","","NAVAL, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1372,"JOAN STORE - POB. STA FE"," "," "," ","1990-01-01","1990-01-01",1,"POB. STA FE",1,1," ",1,"",99,"JOA013","","","","","POB. STA FE","","","POB. STA FE","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1373,"JOBRYLD PHARMACY - TOLEDO"," "," "," ","1990-01-01","1990-01-01",1,"TOLEDO",1,1," ",1,"",99,"JOB000","","","","","TOLEDO","","","TOLEDO CITY, CEBU","Cebu",8,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1374,"JOBEL PHARMACY - ORMOC"," "," "," ","1990-01-01","1990-01-01",1,"ORMOC CITY ORMOC",1,1," ",1,"",99,"JOB001","","","","","ORMOC CITY ORMOC","","","ORMOC CITY ORMOC","Leyte",8,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1375,"JOCELYN STORE - ALOGUINSAN"," "," "," ","1990-01-01","1990-01-01",1,"ALOGUINSAN",1,1," ",1,"",99,"JOC000","","","","","ALOGUINSAN","","","ALOGUINSAN","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1376,"JOCEL STORE - QUINAPONDAN"," "," "," ","1990-01-01","1990-01-01",1,"QUINAPONDAN, SAMAR",1,1," ",1,"",99,"JOC002","","","","","QUINAPONDAN, SAMAR","","","QUINAPONDAN, SAMAR","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1377,"JOCELYN STORE - MAYA"," "," "," ","1990-01-01","1990-01-01",1,"MAYA CEBU",1,1," ",1,"",99,"JOC007","","","","","MAYA CEBU","","","MAYA CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1378,"JODEISA PHARMACY - BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"BANTAYAN, CEBU",1,1," ",1,"",99,"JOD001","","","","","BANTAYAN, CEBU","","","BANTAYAN, CEBU","Cebu",7,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1379,"JODEVELA STORE - GUIUAN"," "," "," ","1990-01-01","1990-01-01",1,"GUIUAN, SAMAR",1,1," ",1,"",99,"JOD002","","","","","GUIUAN, SAMAR","","","GUIUAN, SAMAR","Leyte",3,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1380,"JOE & ZEL STORE - NAGA"," "," "," ","1990-01-01","1990-01-01",1,"NAGA CITY CEBU",1,1," ",1,"",99,"JOE001","","","","","NAGA CITY CEBU","","","NAGA CITY CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1381,"JOEL STORE - GINATILAN"," "," "," ","1990-01-01","1990-01-01",1,"GENATILAN",1,1," ",1,"",99,"JOE002","","","","","GENATILAN","","","GENATILAN","Cebu",11,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1382,"JOEL STORE -  TUBURAN"," "," "," ","1990-01-01","1990-01-01",1,"INAYAWAN",1,1," ",1,"",99,"JOE004","","","","","INAYAWAN","","","POB TUBURAN, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1383,"JOEVEM STORE - VILLAVA"," "," "," ","1990-01-01","1990-01-01",1,"VILLAVA LEYTE",1,1," ",1,"",99,"JOE015","","","","","VILLAVA LEYTE","","","VILLAVA LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1384,"JOEL STORE - CALBIGA"," "," "," ","1990-01-01","1990-01-01",1,"CALBIGA SAMAR",1,1," ",1,"",99,"JOE016","","","","","CALBIGA SAMAR","","","CALBIGA SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1385,"JOE STORE - MANDAUE"," "," "," ","1990-01-01","1990-01-01",1,"MANDAUE CITY",1,1," ",1,"",99,"JOE018","","","","","MANDAUE CITY","","","MANDAUE CITY","#N/A",15,"","","","","","JEREMIAH DAVID BENJAMIN",1,1,"0",0,""
1386,"JOE GALS STORE - MAHAYAHAY"," "," "," ","1990-01-01","1990-01-01",1,"M AHAYAHAY, SOGOD, LEYTE",1,1," ",1,"",99,"JOE022","","","","","M AHAYAHAY, SOGOD, LEYTE","","","M AHAYAHAY, SOGOD, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1387,"JOFEL STORE - MADRIDEJOS"," "," "," ","1990-01-01","1990-01-01",1,"ATOP2X, MADRIDEJOS, CEBU",1,1," ",1,"",99,"JOF000","","","","","ATOP2X, MADRIDEJOS, CEBU","","","ATOP2X, MADRIDEJOS, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1388,"JOHN & REJANE  STORE - BORBON"," "," "," ","1990-01-01","1990-01-01",1,"LOG BORBON",1,1," ",1,"",99,"JOH002","","","","","LOG BORBON","","","LOG BORBON","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1389,"JOHN RUSSEL STORE - ASTURIAS"," "," "," ","1990-01-01","1990-01-01",1,"ASTURIAS",1,1," ",1,"",99,"JOH005","","","","","ASTURIAS","","","ASTURIAS","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1390,"JOHN CARLO STORE - LEYTE"," "," "," ","1990-01-01","1990-01-01",1,"LEYTE LEYTE",1,1," ",1,"",99,"JOH011","","","","","LEYTE LEYTE","","","LEYTE LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1391,"JOHN RYAN STORE - LEMON"," "," "," ","1990-01-01","1990-01-01",1,"LEMON LEYTE",1,1," ",1,"",99,"JOH013","","","","","LEMON LEYTE","","","LEMON LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1392,"JOHN MARIEL STORE - HINUNANGAN"," "," "," ","1990-01-01","1990-01-01",1,"HINUNANGAN SOUTHERN LEYTE",1,1," ",1,"",99,"JOH016","","","","","HINUNANGAN SOUTHERN LEYTE","","","HINUNANGAN SOUTHERN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1393,"JOHN ENTERPRISES - SAN JUAN"," "," "," ","1990-01-01","1990-01-01",1,"SAN JUAN SOUTHERN LEYTE",1,1," ",1,"",99,"JOH017","","","","","SAN JUAN SOUTHERN LEYTE","","","SAN JUAN SOUTHERN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1394,"JOHN & REGINE STORE - SOGOD"," "," "," ","1990-01-01","1990-01-01",1,"LIKI, SOGOD, CEBU",1,1," ",1,"",99,"JOH020","","","","","LIKI, SOGOD, CEBU","","","LIKI, SOGOD, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1395,"JOHN MICHAEL PHARMACY - DULAG"," "," "," ","1990-01-01","1990-01-01",1,"DULAG, LEYTE",1,1," ",1,"",99,"JOH023","","","","","DULAG, LEYTE","","","DULAG, LEYTE","Leyte",7,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1396,"JOHN MARK STORE - ALBUERA"," "," "," ","1990-01-01","1990-01-01",1,"ALBUERA , LEYTE",1,1," ",1,"",99,"JOH026","","","","","ALBUERA , LEYTE","","","ALBUERA , LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1397,"JOLLYBEE STORE - ABUYOG"," "," "," ","1990-01-01","1990-01-01",1,"ABUYOG LEYTE",1,1," ",1,"",99,"JOL001","","","","","ABUYOG LEYTE","","","ABUYOG LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1398,"JOLINDA STORE - DALAGUETE"," "," "," ","1990-01-01","1990-01-01",1," DALAGUETE, CEBU",1,1," ",1,"",99,"JOL003","","","",""," DALAGUETE, CEBU","",""," DALAGUETE, CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1399,"JOM-C STORE - PIT-OS"," "," "," ","1990-01-01","1990-01-01",1,"PIT-OS TALAMBAN, CEBU CITY",1,1," ",1,"",99,"JOM004","","","","","PIT-OS TALAMBAN, CEBU CITY","","","PIT-OS TALAMBAN, CEBU CITY","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
1400,"JOMEL STORE - GUIUAN"," "," "," ","1990-01-01","1990-01-01",1,"GUIUAN, E. SAMAR",1,1," ",1,"",99,"JOM007","","","","","GUIUAN, E. SAMAR","","","GUIUAN, E. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1401,"JOMAR STORE - BALANGIGA"," "," "," ","1990-01-01","1990-01-01",1,"BALANGIGA",1,1," ",1,"",99,"JOM008","","","","","BALANGIGA","","","BALANGIGA","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1402,"JONG JONG STORE - DANAO"," "," "," ","1990-01-01","1990-01-01",1,"PM DANAO, CEBU",1,1," ",1,"",99,"JON009","","","","","PM DANAO, CEBU","","","PM DANAO, CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
1403,"JONG JONG STORE - DANAO"," "," "," ","1990-01-01","1990-01-01",1,"DANAO CITY, CEBU",1,1," ",1,"",99,"JON013","","","","","DANAO CITY, CEBU","","","DANAO CITY, CEBU","#N/A",15,"","","","","","JASON TARIAO",1,1,"0",0,""
1404,"JONALYN STORE - MAHAPLAG"," "," "," ","1990-01-01","1990-01-01",1,"MAHAPLAG, LEYTE",1,1," ",1,"",99,"JON014","","","","","MAHAPLAG, LEYTE","","","MAHAPLAG, LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1405,"JOSEPHINE STORE - HINABANGAN"," "," "," ","1990-01-01","1990-01-01",1,"HINABANGAN,W. SAMAR",1,1," ",1,"",99,"JOS001","","","","","HINABANGAN,W. SAMAR","","","HINABANGAN,W. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1406,"JOS PHARMACY - BANTAYAN"," "," "," ","1990-01-01","1990-01-01",1,"PAJO, D. BANTAYAN, CEBU",1,1," ",1,"",99,"JOS020","","","","","PAJO, D. BANTAYAN, CEBU","","","PAJO, D. BANTAYAN, CEBU","Cebu",7,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1407,"JOSE STORE - SAN ISIDRO"," "," "," ","1990-01-01","1990-01-01",1,"SAN ISIDRO, W. SAMAR",1,1," ",1,"",99,"JOS022","","","","","SAN ISIDRO, W. SAMAR","","","SAN ISIDRO, W. SAMAR","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1408,"JOSEPH & JULIUS STORE - MERIDA"," "," "," ","1990-01-01","1990-01-01",1,"MERIDA, LEYTE",1,1," ",1,"",99,"JOS024","","","","","MERIDA, LEYTE","","","MERIDA, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1409,"JOSAR STORE - BOBON"," "," "," ","1990-01-01","1990-01-01",1,"BOBON",1,1," ",1,"",99,"JOS025","","","","","BOBON","","","BOBON","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1410,"JOURNEY - CONVOY"," "," "," ","1990-01-01","1990-01-01",1,"",1,1," ",1,"",99,"JOU001","","","","","","","","","Cebu",14,"","","","","","1",1,1,"0",0,""
1411,"JOVIL'S MINIMART - URGELLO"," "," "," ","1990-01-01","1990-01-01",1,"URGELLO CEBU",1,1," ",1,"",99,"JOV000","","","","","URGELLO CEBU","","","URGELLO CEBU","#N/A",14,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
1412,"JOVEA STORE - MALITBOG"," "," "," ","1990-01-01","1990-01-01",1,"MALITBOG SOUTHERN LEYTE",1,1," ",1,"",99,"JOV007","","","","","MALITBOG SOUTHERN LEYTE","","","MALITBOG SOUTHERN LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1413,"JOVY STORE - ORMOC"," "," "," ","1990-01-01","1990-01-01",1,"ORMOC, LEYTE",1,1," ",1,"",99,"JOV012","","","","","ORMOC, LEYTE","","","ORMOC, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1414,"JOVEN STORE - ISABEL"," "," "," ","1990-01-01","1990-01-01",1,"ISABEL, LEYTE",1,1," ",1,"",99,"JOV014","","","","","ISABEL, LEYTE","","","ISABEL, LEYTE","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1415,"JOVY"," "," "," ","1990-01-01","1990-01-01",1,"",1,1," ",1,"",99,"JOV017","","","","","","","","","Cebu",14,"","","","","","1",1,1,"0",0,""
1416,"JOY AGRIVET  - SAMBOAN"," "," "," ","1990-01-01","1990-01-01",1,"SAMBOAN",1,1," ",1,"",99,"JOY000","","","","","SAMBOAN","","","SAMBOAN","Cebu",14,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1417,"JOY STORE - UNION"," "," "," ","1990-01-01","1990-01-01",1,"UNION CAMOTES",1,1," ",1,"",99,"JOY006","","","","","UNION CAMOTES","","","UNION CAMOTES","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1418,"JOY STORE - BORBON"," "," "," ","1990-01-01","1990-01-01",1,"GOYONG BORBON CEBU",1,1," ",1,"",99,"JOY009","","","","","GOYONG BORBON CEBU","","","GOYONG BORBON CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1419,"JOY STORE - DALAGUETE"," "," "," ","1990-01-01","1990-01-01",1,"KASAY DALAGUETE CEBU",1,1," ",1,"",99,"JOY010","","","","","KASAY DALAGUETE CEBU","","","KASAY DALAGUETE CEBU","Cebu",15,"","","","","","DARCY ENJAMBRE",1,1,"0",0,""
1420,"JOY STORE - TAPILON"," "," "," ","1990-01-01","1990-01-01",1,"TAPILON CEBU",1,1," ",1,"",99,"JOY013","","","","","TAPILON CEBU","","","TAPILON CEBU","Cebu",15,"","","","","","1",1,1,"0",0,""
1421,"JOY2x STORE - MACROHON"," "," "," ","1990-01-01","1990-01-01",1,"MACROHON, LEYTE",1,1," ",1,"",99,"JOY020","","","","","MACROHON, LEYTE","","","MACROHON, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1422,"JOY STORE - ABUYOG"," "," "," ","1990-01-01","1990-01-01",1,"ABUYOG, LEYTE",1,1," ",1,"",99,"JOY021","","","","","ABUYOG, LEYTE","","","ABUYOG, LEYTE","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1423,"JOY PHARMACY  - LAWAAN"," "," "," ","1990-01-01","1990-01-01",1,"LAWAAN E. SAMAR",1,1," ",1,"",99,"JOY023","","","","","LAWAAN E. SAMAR","","","LAWAAN E. SAMAR","Leyte",7,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1424,"JOY-VIC STORE"," "," "," ","1990-01-01","1990-01-01",1,"KIMBA SAN ROQUETALISAY",1,1," ",1,"",99,"JOY025","","","KIMBA SAN ROQUE","","TALISAY","KIMBA SAN ROQUE","","TALISAY","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
1425,"JOY STORE - SAN JOSE"," "," "," ","1990-01-01","1990-01-01",1,"SAN JOSE, N. SAMAR",1,1," ",1,"",99,"JOY026","","","","","SAN JOSE, N. SAMAR","","","SAN JOSE, N. SAMAR","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1426,"JOY VIC STORE - SAN ROQUE"," "," "," ","1990-01-01","1990-01-01",1,"SAN ROQUE, TALISAY CITY",1,1," ",1,"",99,"JOY027","","","","","SAN ROQUE, TALISAY CITY","","","SAN ROQUE, TALISAY CITY","#N/A",15,"","","","","","ROEL DEL CARMEN",1,1,"0",0,""
1427,"JOY STORE - SILAGO"," "," "," ","1990-01-01","1990-01-01",1,"SILAGO. SO. LEYTE",1,1," ",1,"",99,"JOY028","","","","","SILAGO. SO. LEYTE","","","SILAGO. SO. LEYTE","Leyte",15,"","","","","","JOSEPH ROMERO",1,1,"0",0,""
1428,"JOY PHAR. - CATARMAN"," "," "," ","1990-01-01","1990-01-01",1,"CATARMAN",1,1," ",1,"",99,"JOY029","","","","","CATARMAN","","","CATARMAN","Leyte",15,"","","","","","PHILIP ESCOL",1,1,"0",0,""
1429,"J PALMA STORE - BALANGIGA"," "," "," ","1990-01-01","1990-01-01",1,"BALANGIGA , SAMAR",1,1," ",1,"",99,"JPA000","","","","","BALANGIGA , SAMAR","","","BALANGIGA , SAMAR","Leyte",15,"","","","","","JOHN LIFFORD ABINGAN",1,1,"0",0,""
1430,"J. PEE STORE - BOGO"," "," "," ","1990-01-01","1990-01-01",1,"BALONBALONAN, BOGO, CEBU",1,1," ",1,"",99,"JPE001","","","","","BALONBALONAN, BOGO, CEBU","","","BALONBALONAN, BOGO, CEBU","Cebu",15,"","","","","","CARL MONRAY GABASA",1,1,"0",0,""
1431,"JPG PHARMACY"," "," "," ","1990-01-01","1990-01-01",1,"CABANTAN BRGY. LUZ C.C",1,1," ",1,"",99,"JPG000","","","CABANTAN BRGY. LUZ C.C","","","CABANTAN BRGY. LUZ C.C","","","#N/A",15,"","","","","","EDRYL ABALAYAN",1,1,"0",0,""
